#启航春天里##关注2022两会#【攻坚克难砥砺奋进——从政府工作报告看#2022年中国发展新走向#】2022年，是党和国家事业发展进程中十分重要的一年，是党的二十大召开之年。中国的“两会时间”将向世界铺展怎样的发展新图景？5日提请十三届全国人大五次会议审议的政府工作报告，提出一系列新目标新部署，​展开c,福建新闻广播fm1036,2秒前 来自微博weibo.com,https://weibo.com/1685262231?refer_flag=1001030103_
【高福谈#群体免疫理想状态没有达成但传播率会下降#】#微观两会#全国政协委员、中国疾病预防控制中心主任高福接受中新社记者采访时表示，最初最理想状态是，打完疫苗免疫屏障就建立起来了，打完疫苗就不感染、也不传播了。高福说，但是通过接种疫苗我们建立起的群体免疫能够防重症、防死亡。“所以现​展开c,中国新闻社,4秒前 来自微博视频号,https://weibo.com/3604378011?refer_flag=1001030103_
【40岁上有老又下有小更需要社会重视】如今，部分单位将35岁作为招聘红线，40岁及以上骨干被“一刀切”、边缘化的情况也时有出现。今年全国两会，全国政协委员、上海市政府参事胡卫带来了一份“关于减少中年人力资源浪费”的提案，胡卫在《做客央广网》栏目中表示：“要创造一个公平的就业环境，无论是​展开c,明日头条,6秒前 来自微博视频号,https://weibo.com/5681478953?refer_flag=1001030103_
【青海省全国人大代表夏吾卓玛走进“代表通道”】#全国两会#L西海都市报官方微博的微博视频​,西海都市报官方微博,6秒前 来自微博视频号,https://weibo.com/1975154821?refer_flag=1001030103_
//@热浪人间:#2022年全国两会#法院利用执行权敛财严重影响国家的司法形象，阻碍法治中国建设的整体推进。请关注,捍卫正义23,11秒前 来自nova7SE5G你在焦点在,https://weibo.com/7278120583?refer_flag=1001030103_
时政新闻眼丨第五次到内蒙古代表团，习近平重点谈到三件大事O时政新闻眼丨第五次到内蒙古代表团，习近平重点谈到三件大事时政两会说丨话民族团结创美好生活——总书记同全国人大代表共商国是O时政两会说丨话民族团结创美好生活——总书记同全国人大代表共商国是镜观·领航丨这一年，总书记的“两会关切”这样落实O镜观·领航丨这一年，总书记的“两会关切”这样落实​,海口网,13秒前 来自360安全浏览器,https://weibo.com/1813124744?refer_flag=1001030103_
#2022全国两会聚焦#【张兴赢委员：#推进碳达峰碳中和首先要摸清家底#】全国政协委员、国家卫星气象中心副主任张兴赢近日接受采访时表示，对于碳达峰碳中和来说，首先需要做的就是要摸清家底。我们要知道究竟我们目前的碳排放情况是什么样的。不同的行业，它究竟排放量多少，那么在国家采取相关的政策​展开c,河北新闻广播,13秒前 来自iPhone客户端,https://weibo.com/1913366611?refer_flag=1001030103_
时政两会说丨话民族团结创美好生活——总书记同全国人大代表共商国是O时政两会说丨话民族团结创美好生活——总书记同全国人大代表共商国是​,大同日报,13秒前 来自微博weibo.com,https://weibo.com/2572182777?refer_flag=1001030103_
"#2022全国两会#黑龙江省肇东市亿万富翁徐海芬，王永太,，王双雇凶杀人，杀人犯王双雇黑社会在对青山租房看上我家人了要杀我家人灭口，请哈尔滨公安局快来抓黑社会和杀人犯王双，我报110对青山派出所杀人不抓，黑社会不抓，​​请不要删我微博。​",我来找清官,13秒前 来自vivoY3闪充强续航,https://weibo.com/5744807988?refer_flag=1001030103_
【全国政协委员#建议全职太太全职先生成合法职业#，享受工龄累计、社保等待遇】#周刊君带你看两会#全国两会期间，全国政协委员、广西壮族自治区柳州市人民检察院副检察长韦震玲提交提案，建议建立家庭全职服务成员职业权利保障制度，维护家庭全职服务成员的合法权益。她认为，因特殊事由、特殊时期​展开c,红塔区发布,17秒前 来自微博视频号,https://weibo.com/3974560125?refer_flag=1001030103_
#全国两会#【委员谈#冰墩墩雪容融成爆款是因审美自信#】全国政协委员、中国美术家协会主席范迪安认为，从冬奥会开闭幕式的中国式浪漫到“顶流”冰墩墩雪容融，都体现从容的文化自信。冰墩墩不仅视觉可爱，还与大众有情感交流；雪容融色彩温暖，与残疾人运动员有情感默契。对它们的喜爱，源于对民族审美​展开c,陇南日报,30秒前 来自微博视频号,https://weibo.com/3230317920?refer_flag=1001030103_
#声聚两会#【安阿玥委员：#建议建立养老护理员黑名单制度#】日前，全国政协委员、中国中医科学院望京医院肛肠科主任安阿玥接受采访时认为，要提高养老从业人员综合素质。具体来看，首先，要建立养老护理员的黑名单制度。他说，“养老护理员在道德约束这方面，监督机制还不够。例如，现在我们有个别报​展开c,中国网直播,31秒前 来自微博视频号,https://weibo.com/1884488621?refer_flag=1001030103_
#启航春天里##关注2022两会#【代表委员“开箱”记｜#我把特效药的药盒带到北京#】全国政协委员杜丽群，今年带了一个治疗罕见病脊髓性肌萎缩症的“特效药”药盒到北京，此药2021年年底被纳入国家医保，价格从70万元一支降到了现在的3.3万元。杜丽群对罕见病关注已久，面对罕见病存在着高误诊、高漏诊、​展开c,福建新闻广播fm1036,36秒前 来自微博视频号,https://weibo.com/1685262231?refer_flag=1001030103_
#2022豫见全国两会#【#河南代表团提交3个全团建议#之二：恳请支持创建国家区域科技创新中心】【背景】当前我国已形成北京、上海、粤港澳大湾区等3大国际科技创新中心和北京怀柔、上海张江、安徽合肥、大湾区等4大综合性国家科学中心。国家“十四五”规划纲要指出，支持有条件的地方建设区域科技创新​展开c,河南日报,38秒前 来自360安全浏览器,https://weibo.com/3288875501?refer_flag=1001030103_
【政府工作报告在南昌干部群众中引发热烈反响】3月5日上午，第十三届全国人民代表大会第五次会议在北京隆重开幕。南昌市各界纷纷组织收听收看，第一时间聆听政府工作报告。今年的政府工作报告依旧“干货”满满，提出的多项发展经济和保障民生政策，让大家对未来充满了信心和干劲。​展开c,南昌交通广播,52秒前 来自iPhone客户端,https://weibo.com/1989723775?refer_flag=1001030103_
#2022全国两会聚焦##2022年全国两会#【代表委员“开箱”记｜#我把特效药的药盒带到北京#】全国政协委员杜丽群，今年带了一个治疗罕见病脊髓性肌萎缩症的“特效药”药盒到北京，此药2021年年底被纳入国家医保，价格从70万元一支降到了现在的3.3万元。杜丽群对罕见病关注已久，面对罕见病存在着高误诊、​展开c,河北新闻广播,1分钟前 来自iPhone客户端,https://weibo.com/1913366611?refer_flag=1001030103_
2022全国两会全面开启，快来参加@新华网#两会知识点#pk赛，一起关注两会！点击链接测一测你的两会知识水平怎么样~O网页链接​,别怕有我们在K,1分钟前 来自微博答题,https://weibo.com/7415643781?refer_flag=1001030103_
#今年你读几本书了#【全国政协委员朱永新：全民阅读凝聚人心垒砌国家竞争力重要基石】移动互联网不断普及，海量信息冲刷着每个人的阅读习惯。切换不同方式，从中饱览广阔世界，我们的阅读拥有比以往更多的选择。全国两会之际，新华网特别节目《两会青年问答》连线采访全国政协常委兼副秘书长，民进中​展开c,成都科技,1分钟前 来自微博视频号,https://weibo.com/3149831401?refer_flag=1001030103_
#启航春天里##关注2022两会#【全国政协委员王丽萍：#建议旧口罩纳入垃圾分类管理#】疫情防控常态化下，废旧口罩数量激增，如处理方式不当，有造成环境污染、病毒传播的隐患。全国政协委员王丽萍建议：尽快制定关于废弃口罩管理的专项规定，构建日常废弃口罩回收和集中处置体系。鼓励推动口罩生产企业加​展开c,福建新闻广播fm1036,1分钟前 来自微博weibo.com,https://weibo.com/1685262231?refer_flag=1001030103_
#全国两会2022#【攻坚克难砥砺奋进——从政府工作报告看#2022年中国发展新走向#】2022年，是党和国家事业发展进程中十分重要的一年，是党的二十大召开之年。中国的“两会时间”将向世界铺展怎样的发展新图景？5日提请十三届全国人大五次会议审议的政府工作报告，提出一系列新目标新部署，传递出中国经​展开c,内蒙古日报,1分钟前 来自小米10,https://weibo.com/3919603060?refer_flag=1001030103_
【全国人大代表刘丽：#建议将防性侵课程纳入九年义务教育#】全国人大代表、合肥蜀山区刘丽健康咨询中心总监刘丽表示，孩子在成长过程中遭遇性侵，不仅会带来身体伤害，还会带来严重的心理和精神伤害，希望孩子们可以提前学到防性侵知识保护自己。刘丽介绍，《“女童保护”2021年性侵儿童案例统计及儿童​展开c,山海间视频,1分钟前 来自微博视频号,https://weibo.com/6993390513?refer_flag=1001030103_
【全国人大代表刘丽：#建议将防性侵课程纳入九年义务教育#】全国人大代表、合肥蜀山区刘丽健康咨询中心总监刘丽表示，孩子在成长过程中遭遇性侵，不仅会带来身体伤害，还会带来严重的心理和精神伤害，希望孩子们可以提前学到防性侵知识保护自己。刘丽介绍，《“女童保护”2021年性侵儿童案例统计及儿童​展开c,山川Video,1分钟前 来自微博云剪,https://weibo.com/5705156745?refer_flag=1001030103_
#声聚两会#【高福：#说2021年是新冠最后一个寒冬为时尚早#】日前，全国政协委员、中国疾病预防控制中心主任高福接受中新社记者采访，谈及此前有专家提出“2021年冬天是最后一个与新冠伴随的寒冬”的观点时表示，做此定论可能还为时尚早。“做出这个结论可能主要是看到了新出现的奥密克戎的传播力增强​展开c,中国网直播,1分钟前 来自微博视频号,https://weibo.com/1884488621?refer_flag=1001030103_
【全国人大代表刘丽：#建议将防性侵课程纳入九年义务教育#】全国人大代表、合肥蜀山区刘丽健康咨询中心总监刘丽表示，孩子在成长过程中遭遇性侵，不仅会带来身体伤害，还会带来严重的心理和精神伤害，希望孩子们可以提前学到防性侵知识保护自己。刘丽介绍，《“女童保护”2021年性侵儿童案例统计及儿童​展开c,蜂鸟Video,1分钟前 来自微博视频号,https://weibo.com/5821430142?refer_flag=1001030103_
【全国人大代表刘丽：#建议将防性侵课程纳入九年义务教育#】全国人大代表、合肥蜀山区刘丽健康咨询中心总监刘丽表示，孩子在成长过程中遭遇性侵，不仅会带来身体伤害，还会带来严重的心理和精神伤害，希望孩子们可以提前学到防性侵知识保护自己。刘丽介绍，《“女童保护”2021年性侵儿童案例统计及儿童​展开c,山海视频,1分钟前 来自微博视频号,https://weibo.com/7590570074?refer_flag=1001030103_
【全国人大代表刘丽：#建议将防性侵课程纳入九年义务教育#】全国人大代表、合肥蜀山区刘丽健康咨询中心总监刘丽表示，孩子在成长过程中遭遇性侵，不仅会带来身体伤害，还会带来严重的心理和精神伤害，希望孩子们可以提前学到防性侵知识保护自己。刘丽介绍，《“女童保护”2021年性侵儿童案例统计及儿童​展开c,海浪视频,1分钟前 来自微博云剪,https://weibo.com/7735518675?refer_flag=1001030103_
【全国人大代表刘丽：#建议将防性侵课程纳入九年义务教育#】全国人大代表、合肥蜀山区刘丽健康咨询中心总监刘丽表示，孩子在成长过程中遭遇性侵，不仅会带来身体伤害，还会带来严重的心理和精神伤害，希望孩子们可以提前学到防性侵知识保护自己。刘丽介绍，《“女童保护”2021年性侵儿童案例统计及儿童​展开c,篝火视频,1分钟前 来自微博视频号,https://weibo.com/7639071132?refer_flag=1001030103_
#关注2022全国两会#这么多奇葩葩的建议严重怀疑，是不是不强行提个建议不散会下班哈哈哈代入感好强，或者卷谁脑洞更大​,超音速小乌堆,1分钟前 来自iQOOU1性能小金刚,https://weibo.com/3830015969?refer_flag=1001030103_
【全国人大代表刘丽：#建议将防性侵课程纳入九年义务教育#】全国人大代表、合肥蜀山区刘丽健康咨询中心总监刘丽表示，孩子在成长过程中遭遇性侵，不仅会带来身体伤害，还会带来严重的心理和精神伤害，希望孩子们可以提前学到防性侵知识保护自己。刘丽介绍，《“女童保护”2021年性侵儿童案例统计及儿童​展开c,凤凰周刊,1分钟前 来自微博视频号,https://weibo.com/1267454277?refer_flag=1001030103_
时政两会说丨话民族团结创美好生活——总书记同全国人大代表共商国是O时政两会说丨话民族团结创美好生活——总书记同全国人大代表共商国是​,南海网,1分钟前 来自微博weibo.com,https://weibo.com/2355965410?refer_flag=1001030103_
#政法君在两会#【为什么？#每年两会她都在台湾厅前留个影#】全国政协委员周秉建，连续参加了三届全国两会，每年她都会到台湾厅的门口留一张影。她说：“1976年伯父周恩来逝世后，骨灰曾在台湾厅放了一夜。老人家期盼祖国统一，我在这里照相是为了缅怀他，作为中华民族子孙，我们要为祖国统一贡献自己的​展开c,西乡法院,1分钟前 来自微博视频号,https://weibo.com/3729292885?refer_flag=1001030103_
奋斗吧，中国！（2022全国两会特别版）O奋斗吧，中国！（2022全国两会特别版）​,用户7922811304,1分钟前 来自学习强国客户端,https://weibo.com/7302774695?refer_flag=1001030103_
【数读报告！#17个数字了解2022中国KPI#】①国内生产总值增长5.5%左右；②城镇新增就业1100万人以上；③居民医保和基本公共卫生服务经费人均财政补助标准分别再提高30元和5元…#2022中国KPI#↓↓收藏，了解！#全国两会江西答卷#​,江西发布,1分钟前 来自360安全浏览器,https://weibo.com/3687019147?refer_flag=1001030103_
#2022全国两会聚焦##全国两会2022#【攻坚克难砥砺奋进——从政府工作报告看#2022年中国发展新走向#】2022年，是党和国家事业发展进程中十分重要的一年，是党的二十大召开之年。中国的“两会时间”将向世界铺展怎样的发展新图景？5日提请十三届全国人大五次会议审议的政府工作报告，提出一系列新目标新​展开c,河北新闻广播,1分钟前 来自iPhone客户端,https://weibo.com/1913366611?refer_flag=1001030103_
#新黄河看两会##全国两会看山东#【全国政协委员、济南市副市长王桂英：聚焦民生福祉建真言献良策】每年两会，民生问题都会成为代表委员们关注的焦点话题。3月5日上午，十三届全国人大五次会议在北京开幕，国务院总理李克强作政府工作报告。今年的政府工作报告中提出，“切实保障和改善民生，加强和创​展开c,济南时报,1分钟前 来自微博weibo.com,https://weibo.com/1711530911?refer_flag=1001030103_
#关注2022全国两会#建议建议建议​,绿码,1分钟前 来自善解人意双鱼座,https://weibo.com/5492141174?refer_flag=1001030103_
#2022全国两会聚焦##全国两会2022#【攻坚克难砥砺奋进——从政府工作报告看#2022年中国发展新走向#】2022年，是党和国家事业发展进程中十分重要的一年，是党的二十大召开之年。中国的“两会时间”将向世界铺展怎样的发展新图景？5日提请十三届全国人大五次会议审议的政府工作报告，提出一系列新目标新​展开c,河北新闻广播,1分钟前 来自OPPOFindX3,https://weibo.com/1913366611?refer_flag=1001030103_
#好网民看两会##微看两会#2022年，是党和国家事业发展进程中十分重要的一年，是党的二十大召开之年。中国的“两会时间”将向世界铺展怎样的发展新图景？5日提请十三届全国人大五次会议审议的政府工作报告，提出一系列新目标新部署，传递出中国经济社会发展新信号。,中国好网民,1分钟前 来自HUAWEIP50Pro,https://weibo.com/5607499943?refer_flag=1001030103_
#2022豫见全国两会#【#河南代表团提交3个全团建议#之一：恳请支持郑州都市圈规划建设】【背景】郑州地处全国“两横三纵”城市化战略格局中陆桥通道和京广通道的交会处，是中原城市群的核心城市和9大国家中心城市之一。经过多年发展，郑州市综合实力大幅跃升，已成为支撑黄河流域生态保护和高质量发展​展开c,河南日报,1分钟前 来自360安全浏览器,https://weibo.com/3288875501?refer_flag=1001030103_
#甘肃发布两会关注#【彭静委员：#建议提高收买被拐妇女儿童罪的起刑标准#】近日，全国政协委员、律师彭静建议，提高收买被拐妇女儿童罪的起刑标准。彭静认为，现在对收买方的量刑期限过低了，应该提高对收买人的起刑的期限。从3年量刑期应该提得到5年以上，因为如果收买人往往还伴随着其他的犯罪行为​展开c,甘肃发布,2分钟前 来自微博weibo.com,https://weibo.com/1937187173?refer_flag=1001030103_
#启航春天里##关注2022两会#【全国政协委员李健：#提倡增加生育津贴减少个税#降低生育家庭负担】近年来，我国人口出生率持续走低，同时社会人口老龄化情况愈发严重，引起全社会的广泛关注和焦虑。虽然国家提倡适龄婚育、优生优育，一对夫妻可以生育三个子女。但要切实提高生育率，还必须完善相应的法​展开c,福建新闻广播fm1036,2分钟前 来自微博视频号,https://weibo.com/1685262231?refer_flag=1001030103_
【全国人大代表刘丽：#建议将防性侵课程纳入九年义务教育#】全国人大代表、合肥蜀山区刘丽健康咨询中心总监刘丽表示，孩子在成长过程中遭遇性侵，不仅会带来身体伤害，还会带来严重的心理和精神伤害，希望孩子们可以提前学到防性侵知识保护自己。刘丽介绍，《“女童保护”2021年性侵儿童案例统计及儿童​展开c,闪电视频,2分钟前 来自微博视频号,https://weibo.com/6166805925?refer_flag=1001030103_
中共江苏省委新闻网>要闻>正文国家发改委：不搞“碳冲锋”也不搞运动式“减碳”2022-03-0609:00:00来源：新华网新华社记者安蓓、谢希瑶、周圆“我们完全有信心、有决心、有基础、有条件、有能力，继续保持我国经济运行在合理区间，实现全年目标任务。”在5日举行的全国两会首场“部长通道​展开c,向往发展,2分钟前 来自bShare分享,https://weibo.com/2213243093?refer_flag=1001030103_
#声聚两会##中国网直播两会#【委员谈#冰墩墩雪容融成爆款是因审美自信#】全国政协委员、中国美术家协会主席范迪安认为，从冬奥会开闭幕式的中国式浪漫到“顶流”冰墩墩雪容融，都体现从容的文化自信。冰墩墩不仅视觉可爱，还与大众有情感交流；雪容融色彩温暖，与残疾人运动员有情感默契。对它们的喜​展开c,中国网直播,2分钟前 来自微博视频号,https://weibo.com/1884488621?refer_flag=1001030103_
发布了头条文章：《乡镇街道传达学习重要讲话精神和全国两会精神讲话稿》#两会精神#O乡镇街道传达学习重要讲话精神和全国两会精神讲话稿​,WJ-SD,2分钟前 来自微博weibo.com,https://weibo.com/2785785643?refer_flag=1001030103_
#委员建议逐步取消期房制度#【施卫东#委员建议加强期房销售监管#，逐步取消期房制度】#澎湃新闻直击全国两会#3月3日，全国政协委员、南通大学校长施卫东告诉澎湃新闻，他向全国政协十三届五次会议提交了《关于加强期房销售监管并逐步取消期房制度的提案》。面对“期房维权”频发问题，结合“房住不炒​展开c,澎湃新闻,2分钟前 来自微博weibo.com,https://weibo.com/5044281310?refer_flag=1001030103_
【政府工作报告在南昌干部群众中引发热烈反响】3月5日上午，第十三届全国人民代表大会第五次会议在北京隆重开幕。南昌市各界纷纷组织收听收看，第一时间聆听政府工作报告。今年的政府工作报告依旧“干货”满满，提出的多项发展经济和保障民生政策，让大家对未来充满了信心和干劲。​展开c,南昌广播电视台,2分钟前 来自微博视频号,https://weibo.com/3274822530?refer_flag=1001030103_
【#两会民生热词#你最关心__？】随着#2022全国两会#的召开，网友们的线上建议也多了起来。大数据挖掘发现，在“家庭”话题中，“双减”最牵动80后和90后的心；而在讨论“收入”时，“共同富裕”名列前茅。家庭、收入、就业、公平、养老……说说你最关注哪一个？#两会问问看##两会知识点#​展开c,西乡法院,2分钟前 来自微博视频号,https://weibo.com/3729292885?refer_flag=1001030103_
#启航春天里##关注2022两会#【连玉明委员：推动冰雪产业持续“热”下去】全国政协委员、北京国际城市发展研究院院长连玉明接受检察日报记者采访时表示，北京作为全球首个既举办夏奥会又举办冬奥会的“双奥之城”，两个奥运会的筹备举办给北京留下了丰厚遗产。要推动冰雪产业持续“热”下去，形成北京实​展开c,福建新闻广播fm1036,2分钟前 来自微博weibo.com,https://weibo.com/1685262231?refer_flag=1001030103_
时政两会说丨话民族团结创美好生活——总书记同全国人大代表共商国是O时政两会说丨话民族团结创美好生活——总书记同全国人大代表共商国是​,华龙网新闻,2分钟前 来自微博weibo.com,https://weibo.com/1805672931?refer_flag=1001030103_
//@Yusiaini:黑公关产业链催生的黑水军、黑流量对新媒体时代网络舆情的负面影响十分可怕！可以在短时间内制造舆情混乱，混淆是非黑白，误导民众情绪，制造社会分裂。尤其是幕后金主和运营机构，更应该从根源上严厉打击，彻底肃清！#建议加大网络暴力处罚力度##集中打击黑公关##全国两会#,夏曰风格,2分钟前 来自iPhone客户端,https://weibo.com/6616718093?refer_flag=1001030103_
【成都今年新启动30个片区更新完成老旧小区改造601个】3月5日提请十三届全国人大五次会议审议的政府工作报告中提到，切实保障和改善民生，加强和创新社会治理。在北京，出席全国两会的代表、委员，关注民生问题，热议民生话题；在成都，我们寻找民生变化，倾听幸福故事，共叙美好希望。#成都#详见：​展开c,成都市政府门户网站,2分钟前 来自HUAWEIP30,https://weibo.com/2107066505?refer_flag=1001030103_
【全国政协十三届五次会议首场“委员通道”开启】#两会看公安#,葫芦岛南票公安,2分钟前 来自iPhone客户端,https://weibo.com/2118750521?refer_flag=1001030103_
与你有关！政府工作报告里的民生好消息！#2022全国两会@DOU+小助手L想吃大肉丸子了的微博视频​,想吃大肉丸子了,2分钟前 来自微博视频号,https://weibo.com/7720347905?refer_flag=1001030103_
发布了头条文章：《镇远：开展全国“两会”安保和出国（边）境涉诈人员劝返工作督导检查》O镇远：开展全国“两会”安保和出国（边）境涉诈人员劝返工作督导检查​,黔东南网警巡查执法,2分钟前 来自微博weibo.com,https://weibo.com/5260962981?refer_flag=1001030103_
#全国两会#【委员谈#冰墩墩雪容融成爆款是因审美自信#】全国政协委员、中国美术家协会主席范迪安认为，从冬奥会开闭幕式的中国式浪漫到“顶流”冰墩墩雪容融，都体现从容的文化自信。冰墩墩不仅视觉可爱，还与大众有情感交流；雪容融色彩温暖，与残疾人运动员有情感默契。对它们的喜爱，源于对民族审美​展开c,共青团大东区委,2分钟前,https://weibo.com/2362868637?refer_flag=1001030103_
时政两会说丨话民族团结创美好生活——总书记同全国人大代表共商国是O时政两会说丨话民族团结创美好生活——总书记同全国人大代表共商国是​,贵阳网,2分钟前 来自微博weibo.com,https://weibo.com/3740356007?refer_flag=1001030103_
#全国两会#【委员谈#冰墩墩雪容融成爆款是因审美自信#】全国政协委员、中国美术家协会主席范迪安认为，从冬奥会开闭幕式的中国式浪漫到“顶流”冰墩墩雪容融，都体现从容的文化自信。冰墩墩不仅视觉可爱，还与大众有情感交流；雪容融色彩温暖，与残疾人运动员有情感默契。对它们的喜爱，源于对民族审美​展开c,人民政协网,2分钟前 来自微博视频号,https://weibo.com/7615661091?refer_flag=1001030103_
【#两会京喜#①丨“绿色”烟火】大象新闻记者推出系列短视频第一期《两会有“京”喜丨“绿色”烟火》，结合全国两会政府工作报告中的热词“绿色低碳发展”，连接北京和河南，记者在鸟巢体育场的冬残奥会烟花中出镜，介绍这场盛会中河南的绿色低碳元素，并结合河南“十大战略”，讲述河南绿色低碳做出​展开c,猛犸新闻,2分钟前 来自微博视频号,https://weibo.com/1672519561?refer_flag=1001030103_
#2022全国两会热议##建议让全职太太先生成合法职业#没有建议可以不提。。。。不考虑国家发展状况吗？以人为本不考虑人的劣根性吗？还有就是烦请代表有空的时候基层农村走一走，醒过来了再开会​,小明没有心,3分钟前 来自荣耀9X,https://weibo.com/6463906792?refer_flag=1001030103_
【#俞敏洪建议从国家层面重视青少年抑郁#等精神困惑问题】在2022年的全国两会上，全国政协委员、新东方教育科技集团董事长俞敏洪在一份《关于重视青少年抑郁预防和治疗的建议》中，呼吁从减轻学生课业负担、鼓励公益慈善组织牵头构建精神疾病疗愈第三系统——社会支持系统、重视学校心理老师专业​展开c,新京报,3分钟前 来自微博视频号,https://weibo.com/1644114654?refer_flag=1001030103_
2022全国两会全面开启，快来参加@新华网#两会知识点#pk赛，一起关注两会！点击链接测一测你的两会知识水平怎么样~O网页链接​,别怕有我们在K,3分钟前 来自微博答题,https://weibo.com/7415643781?refer_flag=1001030103_
【十三届全国人大五次会议新闻发布会侧记】#两会看公安#,葫芦岛南票公安,3分钟前 来自iPhone客户端,https://weibo.com/2118750521?refer_flag=1001030103_
#2022看两会热议#【人大代表称#教育的两大根本问题是公平与质量#】在2022年国务院工作任务中，“促进教育公平与质量提升”成为教育工作的主要任务。南方周末记者梳理以往的政府工作报告发现，关于教育，从2015年起至今，“公平”与“质量”两个关键词始终贯穿。“这说明当前中国教育要解决的两大根本问​展开c,南方周末,3分钟前 来自微博weibo.com,https://weibo.com/1639498782?refer_flag=1001030103_
#两会ing#【王秀兰：筑牢国家西部生态安全屏障】甘肃省武威市是全国荒漠化、沙漠化最严重的地区之一，生态环境脆弱，生态地位极为重要。全国人大代表、甘肃省武威市凉州区高坝镇蜻蜓村妇联主席王秀兰建议从政策、项目、资金等方面加大对武威市防沙治沙工作的支持力度，加快推进沙化土地治理，筑牢国家​展开c,最高人民检察院,3分钟前 来自微博weibo.com,https://weibo.com/5053469079?refer_flag=1001030103_
【数读报告！#17个数字了解2022中国KPI#】①国内生产总值增长5.5%左右；②城镇新增就业1100万人以上；③居民医保和基本公共卫生服务经费人均财政补助标准分别再提高30元和5元…#2022中国KPI#↓↓收藏，了解！#全国两会#​​​,李蓉20000,3分钟前 来自iPhone客户端,https://weibo.com/1400746110?refer_flag=1001030103_
2022年中国经济稳字当头，下面聊聊2022政府工作报告，如有不对请指正一、全年GDP增速5.5%为近20年新低（除2020年因为疫情影响）二、城镇新增就业1100万人以上（就业有点不足预计今年大学应届毕业生超千万）三、居民消费价格涨幅3%左右（2021年cpi增长0.9%出现轻微通货紧缩，国内促消费2022压力不小​展开c,A股财哥解盘V,3分钟前,https://weibo.com/6861351941?refer_flag=1001030103_
👏两会！退税！减税！2.5万亿元！#全国两会##政府工作报告#​,99企帮,3分钟前 来自iPhone客户端,https://weibo.com/6426827088?refer_flag=1001030103_
//@仰天长啸2013:一带一路22国驻华外交官参观考察广东云联惠总部#中央纪检委##共青团中央##人民日报#肖战#全国两会#明日方舟#政府工作报告##我请党代表捎句话##以案说法#@国家发展改革委@人民日报@新华日报@法治日报@光明日报,仰天长啸2013,3分钟前 来自OPPOA7x,https://weibo.com/7347189471?refer_flag=1001030103_
#全国两会##两会#『XR看报告：绘景未来-新华网』OXR看报告：绘景未来​,中国金县,3分钟前 来自HUAWEIMate20Pro,https://weibo.com/2734201800?refer_flag=1001030103_
